satellite,instrument,mission,date,downlink_date,path,width,height,bytes,brightness,contrast,status,capture_start,capture_end,time_basis,iso,shutter,exposure_mode,resolution_cmd,other_settings,capture_confidence,capture_source,capture_notes,sha256
SAKURA,ECAM,,2024-08-30,2024-08-30,data/02_sakura/images/ecam/sakura_ecam_20240830T0302_2ef9add1db.jpg,240,135,1281,0.42,1.77,dark,2024-08-30T03:02:52+09:00,2024-08-30T03:06:14+09:00,satlog,auto,auto,auto,240x135 (thumbnail resize code 0),JPEG quality 80%; 5 frames; RGB; group 1; reservation delay 51 min; cmd 53 00 A0 B0 33 01 00 00 00 00 A4,high,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/20240830_0700_TMB_1.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240830_0216.txt (ACK 02:12:21 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240829.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=20240830_0700_TMB_1.jpg. downlinked in 08-30 07:00 pass; ECAM group 1 frame 1. SATLOG mission exec 2024-08-30 03:03:45 - end 03:05:07 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +0.1 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",2ef9add1db0774838b56f20e0da81f22508ea17926a6073ce2d498a6f56d34b3
SAKURA,ECAM,,2024-08-30,2024-08-30,data/02_sakura/images/ecam/sakura_ecam_20240830T0302_ba923884db.jpg,240,135,854,92.33,56.74,ok,2024-08-30T03:02:52+09:00,2024-08-30T03:06:14+09:00,satlog,auto,auto,auto,240x135 (thumbnail resize code 0),JPEG quality 80%; 5 frames; RGB; group 1; reservation delay 51 min; cmd 53 00 A0 B0 33 01 00 00 00 00 A4,high,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/20240830_0700_TMB_2.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240830_0216.txt (ACK 02:12:21 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240829.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=20240830_0700_TMB_2.jpg. downlinked in 08-30 07:00 pass; group 1 frame 2. SATLOG mission exec 2024-08-30 03:03:45 - end 03:05:07 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +0.1 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",ba923884db8513997858bae8140c30b03b7f118581656b39bdd0e198b6ac8b07
SAKURA,ECAM,,2024-08-30,2024-08-30,data/02_sakura/images/ecam/sakura_ecam_20240830T0302_cd445303c5.jpg,240,135,2684,231.35,35.15,ok,2024-08-30T03:02:52+09:00,2024-08-30T03:06:14+09:00,satlog,auto,auto,auto,240x135 (thumbnail resize code 0),JPEG quality 80%; 5 frames; RGB; group 1; reservation delay 51 min; cmd 53 00 A0 B0 33 01 00 00 00 00 A4,high,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/20240830_TMB_4.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240830_0216.txt (ACK 02:12:21 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240829.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=20240830_TMB_4.jpg. group 1 frame 4 (first on-orbit ECAM shot, Brazil daytime target). SATLOG mission exec 2024-08-30 03:03:45 - end 03:05:07 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +0.1 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",cd445303c555d360bdccf10b49cc083820fbca72503b1cf66d25f46f4c02341e
SAKURA,ECAM,,2024-08-31,2024-08-31,data/02_sakura/images/ecam/sakura_ecam_20240831T0025_31b6c26290.jpg,240,135,2074,55.60,35.76,ok,2024-08-31T00:25:02+09:00,2024-08-31T00:28:23+09:00,satlog,auto,auto,auto,240x135 (thumbnail resize code 0),JPEG quality 80%; 5 frames; RGB; group 1; reservation delay 44 min; cmd 53 00 A0 B0 2C 01 00 00 00 00 A4,medium,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/20240831_0028_TMB_5.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240830_2351.txt | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240830.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=20240831_0028_TMB_5.jpg. filename 0028 = planned shot time (uplink 23:44 + 44 min); South America midday shot (MTG slide: white-out); thumbnails 2-5 downlinked 08-31 01:18 pass. SATLOG mission exec 2024-08-31 00:24:52 - end 00:26:13 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +1.2 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",31b6c26290770962571af12be1a65719bbd78f0756658fe104d6932794365451
SAKURA,ECAM,,2024-08-31,2024-08-31,data/02_sakura/images/ecam/sakura_ecam_20240831T0025_5f61aae435.jpg,240,135,2684,36.39,48.96,ok,2024-08-31T00:25:02+09:00,2024-08-31T00:28:23+09:00,satlog,auto,auto,auto,240x135 (thumbnail resize code 0),JPEG quality 80%; 5 frames; RGB; group 1; reservation delay 44 min; cmd 53 00 A0 B0 2C 01 00 00 00 00 A4,medium,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/20240831_0028_TMB_3.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240830_2351.txt | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240830.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=20240831_0028_TMB_3.jpg. as above, frame 3. SATLOG mission exec 2024-08-31 00:24:52 - end 00:26:13 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +1.2 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",5f61aae435e21cf498d1cfc4f78b926e0ce9a581fa7e998c72f33d3039dfa3ea
SAKURA,ECAM,,2024-08-31,2024-08-31,data/02_sakura/images/ecam/sakura_ecam_20240831T0613_751731624f.jpg,240,135,3172,248.78,7.34,low_contrast,2024-08-31T06:13:07+09:00,2024-08-31T06:16:29+09:00,satlog,auto,auto,auto,240x135 (thumbnail resize code 0),JPEG quality 80%; 5 frames; RGB; group 1; reservation delay 0 min; cmd 53 00 A0 B0 00 01 00 00 00 00 A4,high,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/20240831_0615_TMB_5.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240831_0622.txt (ACK 06:13:52 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240830.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=20240831_0615_TMB_5.jpg. delay-0 shot during the 06:12-06:22 pass, thumbnail downlinked immediately (Japan, morning); frame 5. SATLOG mission exec 2024-08-31 06:12:40 - end 06:14:02 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +1.5 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",751731624fb51cdc5af3140c403240e16b4c06fc991f2b5491f99b0caf301424
SAKURA,ECAM,,2024-08-31,2024-08-31,data/02_sakura/images/ecam/sakura_ecam_20240831T0025_86b6fe24e5.jpg,240,135,2196,57.63,52.82,ok,2024-08-31T00:25:02+09:00,2024-08-31T00:28:23+09:00,satlog,auto,auto,auto,240x135 (thumbnail resize code 0),JPEG quality 80%; 5 frames; RGB; group 1; reservation delay 44 min; cmd 53 00 A0 B0 2C 01 00 00 00 00 A4,medium,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/20240831_0028_TMB_4.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240830_2351.txt | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240830.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=20240831_0028_TMB_4.jpg. as above, frame 4. SATLOG mission exec 2024-08-31 00:24:52 - end 00:26:13 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +1.2 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",86b6fe24e52137864a75f7b29f598503bfaf13ca4f0d823ad1b61864cc320ce9
SAKURA,ECAM,,2024-08-31,2024-08-31,data/02_sakura/images/ecam/sakura_ecam_20240831T0613_d399b6b5be.jpg,240,135,3518,160.41,5.35,low_contrast,2024-08-31T06:13:07+09:00,2024-08-31T06:16:29+09:00,satlog,auto,auto,auto,240x135 (thumbnail resize code 0),JPEG quality 80%; 5 frames; RGB; group 1; reservation delay 0 min; cmd 53 00 A0 B0 00 01 00 00 00 00 A4,high,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/20240831_0615_TMB_5_明るさ調整.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240831_0622.txt (ACK 06:13:52 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240830.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=20240831_0615_TMB_5_明るさ調整.jpg. ground-side brightness-adjusted copy of 0615_TMB_5 (not an original downlink). SATLOG mission exec 2024-08-31 06:12:40 - end 06:14:02 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +1.5 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",d399b6b5be7ac52ae5802a19b88e46413730a63f68280c0e6974c8717657a35f
SAKURA,ECAM,,2024-09-01,2024-09-01,data/02_sakura/images/ecam/sakura_ecam_20240901T0527_2d927073e3.jpg,240,135,3842,63.89,24.25,ok,2024-09-01T05:27:09+09:00,2024-09-01T05:30:31+09:00,satlog,auto,auto,auto,240x135 (thumbnail resize code 0),JPEG quality 80%; 5 frames; RGB; group 2; reservation delay 0 min; cmd 53 00 A0 B0 00 02 00 00 00 00 A4,high,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/20240901_0724_02_TMB_1.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240901_0533.txt (ACK 05:27:54 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240831.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=20240901_0724_02_TMB_1.jpg. delay-0 shot in 05:27 pass; group 2 frame 1; downlinked 07:00-07:10 pass. SATLOG mission exec 2024-09-01 05:25:46 - end 05:27:08 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +2.4 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",2d927073e30c88cb998cf669a2931777598457c237043194a6dd8c90a2058bf0
SAKURA,ECAM,,2024-08-31,2024-09-01,data/02_sakura/images/ecam/sakura_ecam_20240831T0613_650266f1f0.jpg,240,160,7259,237.18,35.46,ok,2024-08-31T06:13:07+09:00,2024-08-31T06:16:29+09:00,satlog,auto,auto,auto,240x160 crop from main image (native 3280x2464),"JPEG quality 80%; 5 frames; RGB; group 1; reservation delay 0 min; cmd 53 00 A0 B0 00 01 00 00 00 00 A4; crop cmd 53 00 A0 B1 28 01 05 00 00 01 56 (image #5, cell args 00 00 01 56)",medium,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/ECAM01_Main_5_20240901_0102.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240831_0622.txt (ACK 06:13:52 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240830.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=ECAM01_Main_5_20240901_0102.jpg. 240x160 crop of MAIN image #5 of group 1 produced onboard by crop cmd 53 00 A0 B1 28 01 05 00 00 01 56 (ACK 08-31 22:54:54, executed 23:32:48-23:34:00 fixed-epoch); group-1 folder held the latest group-1 shot (06:12 JST) at crop time; alternative origin = 08-31 00:24 shot. SATLOG mission exec 2024-08-31 06:12:40 - end 06:14:02 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +1.5 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",650266f1f06e575981f05592f223ff34601dc81ffb4b802d59897ad85ff18c5f
SAKURA,ECAM,,2024-08-31,2024-09-01,data/02_sakura/images/ecam/sakura_ecam_20240831T0613_accade24fd.jpg,240,160,7808,235.10,25.03,ok,2024-08-31T06:13:07+09:00,2024-08-31T06:16:29+09:00,satlog,auto,auto,auto,240x160 crop from main image (native 3280x2464),"JPEG quality 80%; 5 frames; RGB; group 1; reservation delay 0 min; cmd 53 00 A0 B0 00 01 00 00 00 00 A4; crop cmd 53 00 A0 B1 28 01 05 00 00 01 56 (image #5, cell args 00 00 01 56)",medium,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/ECAM01_Main_5_20240901_0228.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240831_0622.txt (ACK 06:13:52 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240830.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=ECAM01_Main_5_20240901_0228.jpg. second downlink/restoration of the same crop (packet recovery 09-01 02:08 pass); see 0102 note. SATLOG mission exec 2024-08-31 06:12:40 - end 06:14:02 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +1.5 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",accade24fd6377b2dac855446379ff6af9ede3b6a7d77df116c2313d9db267cb
SAKURA,ECAM,,2024-09-02,2024-09-02,data/02_sakura/images/ecam/sakura_ecam_20240902T2146_20f94ede4e.jpg,480,270,5964,150.89,65.93,ok,2024-09-02T21:46:24+09:00,2024-09-02T21:49:49+09:00,satlog,auto,auto,auto,480x270 (thumbnail resize code 1),JPEG quality 80%; 5 frames; RGB; group 2; reservation delay 26 min; cmd 53 00 A0 B0 1A 02 00 00 00 00 A5,high,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/02_ECAM_TMB_05_240902_3.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240902_2124.txt (ACK 21:20:22 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240902.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=02_ECAM_TMB_05_240902_3.jpg. group 2 frame 5 (variant restoration). SATLOG mission exec 2024-09-02 21:44:11 - end 21:45:36 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +3.2 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",20f94ede4e88cb27c1e61fb484358c0997272d6aa7c6765fc432db1c226c1abb
SAKURA,ECAM,,2024-09-02,2024-09-02,data/02_sakura/images/ecam/sakura_ecam_20240902T2146_32851627d0.jpg,480,270,5872,69.11,18.37,ok,2024-09-02T21:46:24+09:00,2024-09-02T21:49:49+09:00,satlog,auto,auto,auto,480x270 (thumbnail resize code 1),JPEG quality 80%; 5 frames; RGB; group 2; reservation delay 26 min; cmd 53 00 A0 B0 1A 02 00 00 00 00 A5,high,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/02_ECAM_TMB_04_20240902.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240902_2124.txt (ACK 21:20:22 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240902.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=02_ECAM_TMB_04_20240902.jpg. group 2 frame 4. SATLOG mission exec 2024-09-02 21:44:11 - end 21:45:36 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +3.2 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",32851627d084d7d606f74a94cbc3b0e34dce12ea1f631e5854f7fe38c0fa10ab
SAKURA,ECAM,,2024-09-02,2024-09-02,data/02_sakura/images/ecam/sakura_ecam_20240902T2146_b322f47690.jpg,480,270,4355,157.12,44.16,ok,2024-09-02T21:46:24+09:00,2024-09-02T21:49:49+09:00,satlog,auto,auto,auto,480x270 (thumbnail resize code 1),JPEG quality 80%; 5 frames; RGB; group 2; reservation delay 26 min; cmd 53 00 A0 B0 1A 02 00 00 00 00 A5,high,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/02_ECAM_TMB_05_20240902.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240902_2124.txt (ACK 21:20:22 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240902.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=02_ECAM_TMB_05_20240902.jpg. group 2 frame 5. SATLOG mission exec 2024-09-02 21:44:11 - end 21:45:36 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +3.2 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",b322f476900a32708718e4d6b13b3709e0695673bb3d2d3a7c0c296cf9843b6a
SAKURA,ECAM,,2024-09-02,2024-09-03,data/02_sakura/images/ecam/sakura_ecam_20240902T2146_6aff3d74ee.jpg,480,270,3844,26.20,15.59,ok,2024-09-02T21:46:24+09:00,2024-09-02T21:49:49+09:00,satlog,auto,auto,auto,480x270 (thumbnail resize code 1),JPEG quality 80%; 5 frames; RGB; group 2; reservation delay 26 min; cmd 53 00 A0 B0 1A 02 00 00 00 00 A5,medium,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/20240903_TMB.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240902_2124.txt (ACK 21:20:22 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240902.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=20240903_TMB.jpg. 480x270 -> only 480x270 shot before 09-03 downlink is group 2 (09-02); frame index unknown. SATLOG mission exec 2024-09-02 21:44:11 - end 21:45:36 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +3.2 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",6aff3d74ee2ae4f33d326fd5e3bdee587b166c5deb2abef796230a692d419f5e
SAKURA,ECAM,,2024-09-04,2024-09-04,data/02_sakura/images/ecam/sakura_ecam_20240904T0444_25bcb31b33.jpg,480,270,6487,143.40,79.08,ok,2024-09-04T04:44:09+09:00,2024-09-04T04:47:47+09:00,satlog,auto,auto,auto,480x270 (thumbnail resize code 1),JPEG quality 80%; 8 frames; RGB; group 4; reservation delay 10 min; cmd 53 00 A0 B0 0A 04 00 00 00 00 BD,high,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/20240904_0610_TMB_3.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240904_0443.txt (ACK 04:34:27 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240903.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=20240904_0610_TMB_3.jpg. group 4 frame 3, downlinked 06:10 pass. SATLOG mission exec 2024-09-04 04:40:48 - end 04:42:26 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +4.4 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",25bcb31b3399cc3d93a457bd09616c59c4d7defbfc66b9cbd4db6f3b37fe9519
SAKURA,ECAM,,2024-09-04,2024-09-04,data/02_sakura/images/ecam/sakura_ecam_20240904T0444_5a176493e1.jpg,480,270,4213,166.66,42.63,ok,2024-09-04T04:44:09+09:00,2024-09-04T04:47:47+09:00,satlog,auto,auto,auto,480x270 (thumbnail resize code 1),JPEG quality 80%; 8 frames; RGB; group 4; reservation delay 10 min; cmd 53 00 A0 B0 0A 04 00 00 00 00 BD,high,"original file: 02_SKR運用/03_Operation Log/05_ECAM/jpg復元マクロとダウンリンク画像データ/20240904_0610_TMB_2.jpg | uplink: 02_SKR運用/03_Operation Log/01_GS Monitor Log/20240904_0443.txt (ACK 04:34:27 JST) | onboard exec/end: 02_SKR運用/03_Operation Log/04_SATLOG/SKR_SATLOG_評価_20241128.xlsm (解析データ) | daily report: 02_SKR運用/04_運用日報/初期運用/運用日報_20240903.docx | cmd decoding: 02_SKR運用/05_software/CAM/SKR_EARTH_SUN_CMDMaker_v3.xlsx | exposure policy: 02_SKR運用/01_文書/06_成果報告会資料/SAKURA成果報告会20250206.pptx slide 52,78","orig=20240904_0610_TMB_2.jpg. group 4 frame 2. SATLOG mission exec 2024-09-04 04:40:48 - end 04:42:26 (fixed-epoch JST, boot 2024-08-29 18:45:00 JST); onboard clock ran slow, drift correction +4.4 min applied (anchored on GS ACK times), range widened by ±1 min. Frames within a group are ~1 s apart; the group's frames were all taken in this window.",5a176493e1969a26a73b6777a43a1429039e10ae5c7724f4838bde1ee39acff9
